Dst Port,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
445,298,1,2,0,0,0,0,0,0,0,0,0,0,0,10067.11409,149,165.4629868,266,32,0,0,0,0,0,266,266,0,266,266,0,0,0,0,20,48,3355.704698,6711.409396,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,230,1,2,0,0,0,0,0,0,0,0,0,0,0,13043.47826,115,135.764502,211,19,0,0,0,0,0,211,211,0,211,211,0,0,0,0,20,48,4347.826087,8695.652174,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
5353,1000525,3,1,84,28,28,28,28,0,28,28,28,0,111.9412309,3.997901102,333508.3333,576363.0039,999035,680,999845,499922.5,705851.6666,999035,810,0,0,0,0,0,0,0,0,0,24,8,2.998425826,0.999475275,28,28,28,0,0,0,0,0,0,0,0,0,0,0,35,28,28,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0,0,0,0,0,0,0,0,PortScan
5357,454,1,2,0,0,0,0,0,0,0,0,0,0,0,6607.929515,227,206.4751801,373,81,0,0,0,0,0,373,373,0,373,373,0,0,0,0,20,48,2202.643172,4405.286344,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,320,1,2,0,0,0,0,0,0,0,0,0,0,0,9375,160,172.5340546,282,38,0,0,0,0,0,282,282,0,282,282,0,0,0,0,20,48,3125,6250,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,270,1,2,0,0,0,0,0,0,0,0,0,0,0,11111.11111,135,158.391919,247,23,0,0,0,0,0,247,247,0,247,247,0,0,0,0,20,48,3703.703704,7407.407407,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,294,1,2,0,0,0,0,0,0,0,0,0,0,0,10204.08163,147,151.3208512,254,40,0,0,0,0,0,254,254,0,254,254,0,0,0,0,20,48,3401.360544,6802.721088,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,649,1,2,0,0,0,0,0,0,0,0,0,0,0,4622.496148,324.5,365.5742059,583,66,0,0,0,0,0,583,583,0,583,583,0,0,0,0,20,48,1540.832049,3081.664099,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,341,1,2,0,0,0,0,0,0,0,0,0,0,0,8797.653959,170.5,181.7264428,299,42,0,0,0,0,0,299,299,0,299,299,0,0,0,0,20,48,2932.55132,5865.102639,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,427,1,2,0,0,0,0,0,0,0,0,0,0,0,7025.761124,213.5,243.9518395,386,41,0,0,0,0,0,386,386,0,386,386,0,0,0,0,20,48,2341.920375,4683.840749,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,423,1,2,0,0,0,0,0,0,0,0,0,0,0,7092.198582,211.5,253.8513344,391,32,0,0,0,0,0,391,391,0,391,391,0,0,0,0,20,48,2364.066194,4728.132388,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
445,311,1,2,0,0,0,0,0,0,0,0,0,0,0,9646.302251,155.5,156.2705986,266,45,0,0,0,0,0,266,266,0,266,266,0,0,0,0,20,48,3215.434084,6430.868167,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,PortScan
